organ,drug,dose_mg,duration_h,oxygen,ph,viability,lactate,toxic_metabolites,heartbeat,contractility,filtration,glucose,label
kidney,Drug C,58.04,12.55,66.98,7.035,56.01,6.46,23.67,109.6,54.29,63.9,64.93,Severe Toxicity
kidney,Drug B,18.89,12.85,93.72,7.302,91.75,1.77,4.34,76.68,87.11,105.33,88.19,Normal
kidney,Drug A,17.16,33.35,100.0,7.417,96.48,0.83,1.63,72.55,89.48,110.88,102.25,Normal
kidney,Drug C,43.27,13.49,75.11,7.068,64.52,5.53,18.45,93.06,60.34,66.8,72.89,Mild Toxicity
heart,Drug A,57.66,6.57,97.69,7.48,94.28,1.07,1.36,77.83,91.4,106.67,91.56,Normal
kidney,Drug A,57.89,11.49,96.67,7.411,100.0,1.08,0.86,65.26,96.74,112.0,99.32,Normal
heart,Drug A,5.47,10.96,96.05,7.466,100.0,1.05,1.16,63.12,88.63,117.47,101.75,Normal
kidney,Drug B,52.18,1.8,95.75,7.364,95.58,1.43,2.29,73.07,83.37,109.71,83.1,Normal
heart,Drug A,14.59,12.96,96.74,7.387,100.0,0.97,1.41,58.34,87.88,106.98,103.16,Normal
liver,Drug A,33.1,35.31,99.43,7.461,98.4,1.17,1.42,73.61,92.86,102.91,94.02,Normal
lungs,Drug B,28.65,3.73,92.69,7.424,91.82,1.5,3.72,78.67,89.0,112.91,99.45,Normal
liver,Drug C,2.21,8.94,93.08,7.409,98.57,1.31,2.28,71.01,91.76,109.79,86.5,Normal
lungs,Drug A,15.01,23.06,95.35,7.355,99.09,0.87,1.01,76.04,87.83,111.85,87.77,Normal
lungs,Drug B,31.57,9.57,89.67,7.363,88.81,2.05,4.75,72.69,87.17,105.25,104.57,Normal
heart,Drug B,54.67,1.39,93.93,7.389,90.2,1.51,2.15,73.76,85.7,107.16,88.43,Normal
heart,Drug A,12.46,31.04,98.6,7.428,98.75,0.69,1.14,67.9,92.69,122.95,94.08,Normal
lungs,Drug B,13.84,29.98,92.05,7.269,83.73,2.25,6.66,77.57,85.17,98.16,84.24,Normal
lungs,Drug C,7.19,18.71,90.91,7.349,91.83,2.06,5.53,76.47,83.67,96.65,94.67,Normal
lungs,Drug B,39.52,8.67,88.6,7.306,89.55,2.04,5.84,83.21,84.04,101.91,93.64,Normal
kidney,Drug C,29.9,20.43,72.19,7.066,58.82,5.94,19.68,94.24,63.62,69.51,73.55,Mild Toxicity
lungs,Drug B,16.76,21.15,92.07,7.303,87.21,2.4,6.0,82.34,85.29,106.4,78.22,Normal
heart,Drug B,31.33,17.63,87.31,7.242,85.62,2.52,8.9,81.38,71.91,98.81,89.76,Mild Toxicity
kidney,Drug C,6.88,26.65,89.42,7.38,86.66,2.64,7.86,83.2,85.6,103.47,85.25,Normal
kidney,Drug A,53.24,9.74,98.91,7.367,95.17,0.8,1.5,69.64,90.56,109.59,100.05,Normal
heart,Drug A,18.12,6.85,96.83,7.422,99.27,1.3,1.6,71.83,91.18,103.36,100.08,Normal
heart,Drug A,37.4,10.69,97.25,7.413,95.97,0.87,1.33,77.52,95.81,117.33,103.65,Normal
lungs,Drug A,17.65,8.88,94.22,7.399,96.79,0.96,1.3,65.36,98.94,110.76,89.1,Normal
liver,Drug B,51.71,14.63,83.17,7.226,81.05,3.25,10.79,93.74,74.71,83.54,78.5,Mild Toxicity
lungs,Drug A,33.01,25.64,97.84,7.431,96.74,0.98,1.49,74.01,91.03,100.82,91.52,Normal
liver,Drug C,59.04,31.73,22.26,6.6,5.0,12.0,59.2,21.52,8.0,8.0,24.73,Severe Toxicity
heart,Drug C,17.29,30.92,74.96,7.101,66.08,5.17,18.47,96.88,66.2,86.31,69.11,Mild Toxicity
kidney,Drug A,19.33,8.84,94.98,7.434,98.36,1.01,1.35,70.41,91.85,109.46,90.1,Normal
heart,Drug C,3.12,21.88,94.63,7.35,96.8,1.36,4.15,75.74,87.32,100.2,84.59,Normal
liver,Drug B,47.14,18.29,83.77,7.176,76.74,3.59,12.55,80.19,70.21,81.81,86.09,Mild Toxicity
lungs,Drug C,6.78,2.23,97.92,7.461,96.05,1.04,2.05,79.68,90.17,105.96,95.45,Normal
kidney,Drug B,48.39,26.62,74.95,7.074,65.43,4.96,17.65,104.9,67.61,73.14,78.22,Mild Toxicity
heart,Drug B,19.26,2.91,98.47,7.388,95.9,1.27,1.89,72.01,95.01,95.36,104.25,Normal
heart,Drug B,38.18,31.62,77.64,7.071,70.68,4.79,16.85,95.65,63.0,77.64,76.08,Mild Toxicity
heart,Drug A,12.84,24.49,97.49,7.418,96.76,1.0,1.98,73.64,87.32,120.03,99.36,Normal
lungs,Drug C,24.67,30.3,64.93,6.998,55.53,6.76,24.88,101.8,46.83,62.37,68.95,Severe Toxicity
lungs,Drug A,22.62,12.15,100.0,7.454,95.22,0.98,1.51,75.77,92.3,109.5,88.15,Normal
liver,Drug B,50.82,13.88,81.83,7.164,76.91,3.25,10.08,86.71,78.35,81.35,83.87,Mild Toxicity
heart,Drug B,58.17,20.54,77.04,7.129,67.84,4.6,16.54,90.4,63.62,53.31,71.67,Mild Toxicity
lungs,Drug C,53.27,3.28,91.44,7.324,84.84,2.45,6.63,74.23,86.34,99.43,88.61,Normal
kidney,Drug B,44.39,19.54,80.68,7.193,76.89,3.59,12.88,90.95,73.06,79.55,77.1,Mild Toxicity
kidney,Drug A,8.87,14.31,99.19,7.348,98.98,0.91,1.58,73.57,89.91,100.96,84.7,Normal
heart,Drug C,48.02,33.81,32.04,6.6,5.0,12.0,50.65,25.45,8.98,8.0,35.64,Severe Toxicity
lungs,Drug C,52.25,31.39,34.71,6.6,5.0,12.0,50.99,35.3,8.0,8.0,28.8,Severe Toxicity
liver,Drug A,38.97,23.37,97.38,7.374,96.99,1.12,1.65,63.92,88.69,105.38,81.25,Normal
liver,Drug A,56.31,2.65,95.22,7.419,98.56,1.05,1.28,68.66,92.31,111.93,95.08,Normal
liver,Drug A,36.57,12.67,97.35,7.409,99.34,0.97,1.63,66.11,89.17,120.19,88.39,Normal
liver,Drug B,20.08,22.17,89.52,7.334,86.1,2.54,6.87,78.58,82.44,107.65,96.22,Normal
heart,Drug C,36.18,10.34,82.05,7.212,77.15,3.26,13.52,85.13,72.47,88.72,80.23,Mild Toxicity
lungs,Drug B,24.62,23.41,87.93,7.276,80.18,3.16,8.58,89.2,86.45,99.67,83.86,Mild Toxicity
liver,Drug B,10.96,11.72,95.06,7.383,97.38,1.37,3.45,72.03,88.03,109.12,97.03,Normal
liver,Drug C,38.64,29.67,53.49,6.801,29.66,9.67,36.36,53.05,29.54,17.51,47.12,Severe Toxicity
heart,Drug C,52.93,18.6,56.27,6.885,43.78,8.41,31.29,45.47,43.04,49.08,46.77,Severe Toxicity
heart,Drug A,55.32,30.41,96.52,7.387,100.0,0.85,1.43,62.57,92.99,119.65,100.25,Normal
heart,Drug C,13.47,14.74,89.3,7.294,83.25,2.58,7.49,83.95,77.04,83.1,89.22,Normal
kidney,Drug B,4.23,28.16,97.65,7.389,95.37,1.1,2.74,73.19,87.41,112.03,92.64,Normal
heart,Drug A,38.92,16.56,96.8,7.425,98.49,1.3,1.47,70.35,94.82,114.88,81.02,Normal
heart,Drug A,44.99,24.37,95.62,7.39,93.39,1.13,2.25,73.91,89.3,100.13,101.95,Normal
heart,Drug A,8.4,5.51,95.32,7.405,99.92,0.8,0.94,70.81,91.71,104.38,107.73,Normal
lungs,Drug A,26.15,26.37,98.01,7.405,97.84,1.48,1.54,70.22,92.16,109.42,91.84,Normal
heart,Drug C,4.19,33.18,90.84,7.22,89.98,2.35,6.12,81.44,90.9,97.99,77.87,Mild Toxicity
liver,Drug B,35.14,30.29,83.53,7.181,71.6,4.46,14.4,91.18,65.8,79.56,69.3,Mild Toxicity
kidney,Drug A,54.98,27.14,100.0,7.394,100.0,1.27,2.02,71.3,92.19,132.47,93.69,Normal
lungs,Drug C,44.8,5.25,89.12,7.243,83.66,2.9,8.42,89.65,77.93,83.46,89.83,Mild Toxicity
heart,Drug B,46.06,2.9,95.57,7.38,90.27,1.56,3.04,76.74,87.45,114.63,91.94,Normal
liver,Drug B,3.07,4.34,99.92,7.34,95.99,0.97,1.66,76.63,89.26,90.41,103.14,Normal
liver,Drug B,34.01,2.8,94.15,7.376,94.79,1.78,2.61,74.77,95.3,109.95,88.96,Normal
heart,Drug B,34.58,3.13,96.7,7.347,97.87,1.21,3.04,70.43,89.18,91.69,89.46,Normal
liver,Drug A,34.95,30.25,94.79,7.441,96.35,1.21,1.13,70.42,91.15,107.67,91.07,Normal
lungs,Drug B,17.46,30.52,84.93,7.209,85.64,2.52,8.2,84.91,81.74,88.18,86.47,Mild Toxicity
kidney,Drug C,3.57,11.57,95.09,7.368,100.0,1.17,2.33,78.57,91.51,113.41,84.21,Normal
liver,Drug C,21.45,3.95,94.17,7.326,94.59,1.93,3.28,77.3,85.97,96.98,88.79,Normal
lungs,Drug A,25.56,27.75,95.89,7.366,98.05,1.17,1.72,69.83,88.39,96.27,101.49,Normal
liver,Drug C,2.41,9.04,95.26,7.486,97.53,1.41,2.05,77.81,91.13,103.94,86.14,Normal
heart,Drug A,6.21,35.33,93.84,7.404,100.0,1.25,1.69,80.62,96.49,109.58,96.33,Normal
liver,Drug B,29.87,25.52,84.22,7.248,76.41,3.47,11.02,94.78,73.66,95.35,84.85,Mild Toxicity
heart,Drug B,6.42,21.84,94.9,7.256,98.41,1.57,2.83,77.22,96.01,104.27,97.65,Normal
heart,Drug A,30.5,30.75,97.34,7.389,99.45,1.06,2.07,66.4,93.87,99.45,95.93,Normal
kidney,Drug B,16.51,30.32,87.87,7.235,84.45,2.95,7.29,75.91,80.94,92.48,93.79,Mild Toxicity
heart,Drug C,22.1,22.11,79.59,7.177,71.89,4.87,16.37,86.21,61.02,69.81,63.36,Mild Toxicity
heart,Drug A,16.58,35.41,97.47,7.411,95.51,0.96,1.4,68.85,89.36,113.56,88.48,Normal
heart,Drug B,33.28,16.6,89.32,7.23,84.21,2.93,8.8,81.11,79.17,101.87,85.3,Mild Toxicity
heart,Drug B,4.79,19.9,94.99,7.385,93.74,1.53,3.42,61.18,86.78,108.21,92.92,Normal
lungs,Drug C,19.43,20.31,80.73,7.189,75.89,4.08,13.09,91.97,74.18,80.08,85.37,Mild Toxicity
heart,Drug A,34.64,11.87,96.63,7.419,94.39,1.25,1.58,80.72,93.1,112.95,84.94,Normal
kidney,Drug B,22.89,10.49,94.32,7.296,95.6,2.02,4.11,72.3,83.45,99.85,90.89,Normal
lungs,Drug A,26.65,1.9,98.89,7.421,95.75,1.02,1.49,75.62,90.25,116.44,93.13,Normal
kidney,Drug A,26.0,26.43,99.0,7.413,97.92,1.2,1.45,70.58,92.86,125.58,98.94,Normal
lungs,Drug B,44.26,28.0,79.7,7.08,64.67,4.59,16.66,95.91,63.62,72.87,82.34,Mild Toxicity
liver,Drug A,18.26,21.72,98.46,7.388,100.0,1.0,1.34,79.76,98.77,118.29,102.4,Normal
heart,Drug A,57.09,24.26,93.9,7.4,98.68,0.81,1.72,78.21,95.86,102.59,94.93,Normal
kidney,Drug C,52.54,25.52,46.61,6.638,20.11,10.74,42.04,34.78,20.31,10.89,47.5,Severe Toxicity
heart,Drug B,4.77,14.83,94.49,7.386,96.59,0.95,2.49,73.76,89.29,115.39,94.25,Normal
liver,Drug B,56.66,23.89,71.66,7.058,64.61,5.22,18.23,92.72,58.21,66.21,62.96,Mild Toxicity
kidney,Drug A,18.44,14.96,96.79,7.337,99.82,1.2,1.02,67.48,94.61,106.22,90.0,Normal
heart,Drug B,50.38,9.76,90.58,7.33,88.89,2.61,7.9,75.12,82.16,101.83,76.89,Normal
heart,Drug A,34.24,7.6,96.44,7.412,98.67,1.0,1.12,60.98,90.1,100.74,94.52,Normal
lungs,Drug B,2.49,14.69,95.44,7.353,97.34,0.99,1.53,68.04,93.91,92.97,86.39,Normal
liver,Drug C,21.67,31.23,72.1,7.043,58.72,6.5,21.91,94.91,50.56,57.01,79.11,Severe Toxicity
liver,Drug A,34.55,30.83,100.0,7.385,100.0,1.13,1.62,70.53,93.0,101.77,100.93,Normal
heart,Drug A,31.79,35.56,98.71,7.375,95.58,1.41,2.6,70.89,94.32,118.19,99.58,Normal
liver,Drug B,58.68,5.14,91.04,7.356,91.19,1.74,5.53,68.7,89.35,102.15,91.55,Normal
lungs,Drug C,41.79,32.53,42.15,6.63,18.82,11.24,43.05,35.8,22.52,23.76,38.62,Severe Toxicity
liver,Drug B,4.41,6.63,95.65,7.38,99.81,1.43,1.95,70.48,97.57,100.51,93.08,Normal
heart,Drug A,15.22,17.69,97.11,7.44,95.88,0.91,2.08,81.76,94.79,94.98,87.88,Normal
heart,Drug A,36.59,19.28,96.88,7.388,99.8,0.76,1.33,74.29,91.15,101.18,98.48,Normal
lungs,Drug A,3.94,20.73,98.83,7.402,95.79,1.08,1.31,76.91,96.66,108.61,90.85,Normal
lungs,Drug C,36.86,22.02,66.0,6.961,46.67,7.25,26.28,99.94,49.45,52.06,56.44,Severe Toxicity
kidney,Drug B,40.19,35.17,71.48,7.039,62.64,5.15,19.1,99.5,64.83,63.39,66.47,Severe Toxicity
kidney,Drug A,20.73,21.92,96.54,7.408,97.86,1.3,1.75,68.68,89.03,96.47,98.0,Normal
lungs,Drug A,33.07,21.0,92.88,7.341,100.0,1.07,1.63,67.85,94.46,112.28,96.33,Normal
liver,Drug B,8.64,16.28,95.6,7.378,99.3,1.61,2.56,75.95,90.57,105.71,90.06,Normal
kidney,Drug A,24.33,2.83,93.78,7.339,100.0,0.75,1.13,75.61,91.12,103.4,102.8,Normal
heart,Drug A,53.99,3.37,96.95,7.363,98.36,0.94,1.43,69.9,93.2,114.59,81.27,Normal
lungs,Drug C,22.61,13.47,86.26,7.209,76.91,3.34,11.25,89.13,73.9,87.71,82.12,Mild Toxicity
kidney,Drug A,16.5,33.44,95.31,7.341,96.72,1.06,1.4,71.16,83.47,96.4,98.33,Normal
liver,Drug A,25.0,18.12,98.05,7.453,100.0,0.99,1.29,73.05,91.6,105.74,104.57,Normal
liver,Drug A,15.58,7.62,94.94,7.364,98.37,0.96,1.54,71.31,90.32,108.93,109.06,Normal
heart,Drug C,24.49,18.03,76.68,7.156,75.42,4.16,15.02,82.12,66.59,83.02,75.36,Mild Toxicity
heart,Drug C,53.76,19.25,55.12,6.798,38.53,8.65,32.98,43.09,40.47,40.3,48.21,Severe Toxicity
lungs,Drug A,24.35,14.52,97.46,7.385,100.0,1.22,1.46,72.29,85.67,132.6,84.89,Normal
lungs,Drug A,34.41,26.96,95.15,7.375,95.25,1.33,2.1,70.73,88.69,103.33,96.22,Normal
heart,Drug A,22.43,5.97,98.42,7.368,94.73,1.0,1.88,72.82,97.55,114.56,95.46,Normal
heart,Drug B,47.0,35.67,66.71,7.013,58.48,6.05,22.35,107.58,55.42,52.03,58.78,Severe Toxicity
lungs,Drug B,3.5,33.81,92.32,7.282,95.46,1.48,2.7,71.92,83.5,79.71,96.31,Normal
liver,Drug A,14.51,2.64,98.92,7.444,94.19,1.03,1.15,71.66,86.63,110.61,90.38,Normal
liver,Drug C,55.1,4.41,88.48,7.236,85.53,2.83,8.7,78.49,84.04,96.5,84.69,Mild Toxicity
heart,Drug A,57.26,29.34,100.0,7.393,97.11,0.73,1.57,72.75,93.52,113.7,90.94,Normal
lungs,Drug A,13.49,3.29,98.36,7.396,100.0,1.02,1.74,72.33,84.55,113.04,96.54,Normal
liver,Drug B,8.01,10.46,93.18,7.41,98.81,1.3,2.26,75.69,96.25,116.22,94.35,Normal
kidney,Drug A,29.95,29.6,96.42,7.392,98.23,1.28,1.81,63.24,90.02,103.31,95.97,Normal
kidney,Drug A,45.01,22.76,96.32,7.359,98.18,1.04,1.13,68.79,90.88,109.57,101.9,Normal
heart,Drug B,17.46,7.24,92.7,7.343,97.62,1.51,2.94,76.25,87.97,113.77,86.18,Normal
lungs,Drug A,24.5,19.13,97.02,7.339,95.1,1.05,1.31,73.66,85.89,100.84,102.08,Normal
lungs,Drug B,7.86,8.69,94.09,7.402,94.74,1.1,2.52,74.49,87.36,101.42,92.26,Normal
heart,Drug C,25.63,21.55,74.67,7.106,63.16,5.39,19.0,95.56,64.45,66.31,76.24,Mild Toxicity
heart,Drug C,37.64,22.06,65.58,6.997,49.66,7.21,26.54,103.8,61.42,62.12,63.51,Severe Toxicity
kidney,Drug B,34.12,23.2,83.41,7.172,80.51,3.57,11.05,88.29,74.18,87.32,74.29,Mild Toxicity
kidney,Drug B,44.97,5.6,90.33,7.329,91.94,1.5,4.53,77.01,86.65,94.11,83.18,Normal
heart,Drug A,27.44,11.35,96.39,7.433,100.0,1.45,1.56,68.55,96.78,101.56,92.37,Normal
lungs,Drug C,46.16,18.12,67.93,6.969,50.81,7.62,27.04,105.55,51.99,52.25,63.21,Severe Toxicity
liver,Drug B,25.42,23.66,89.85,7.241,83.27,2.94,8.94,88.61,75.78,85.42,90.16,Mild Toxicity
heart,Drug B,3.88,16.5,96.47,7.401,100.0,1.07,2.48,68.27,83.21,102.27,92.67,Normal
liver,Drug A,46.4,17.75,96.6,7.435,99.21,0.99,0.98,67.31,91.36,109.25,85.38,Normal
liver,Drug A,24.77,9.34,96.52,7.368,99.06,1.02,1.23,70.25,91.42,106.87,92.53,Normal
lungs,Drug B,28.68,28.3,86.0,7.106,79.91,3.47,11.81,84.83,77.39,88.08,84.11,Mild Toxicity
liver,Drug C,42.62,19.05,66.62,6.972,46.05,7.04,25.67,97.67,47.38,48.55,63.52,Severe Toxicity
lungs,Drug B,19.32,25.63,90.41,7.202,85.65,2.4,7.36,83.7,82.88,95.39,81.09,Mild Toxicity
kidney,Drug A,19.81,29.25,97.05,7.432,100.0,1.12,1.95,76.08,88.42,114.2,104.82,Normal
kidney,Drug B,38.09,11.07,91.4,7.374,90.17,2.57,6.35,83.45,76.13,99.23,90.55,Normal
liver,Drug A,29.43,2.33,96.96,7.409,97.35,1.17,1.2,74.68,85.83,112.94,95.35,Normal
liver,Drug B,44.85,27.38,75.31,7.094,66.57,4.6,16.8,98.66,70.76,72.79,69.42,Mild Toxicity
liver,Drug B,7.67,14.31,93.48,7.339,95.32,1.68,2.88,71.83,88.4,96.5,103.65,Normal
heart,Drug B,22.38,25.02,87.43,7.315,82.76,2.67,9.3,82.03,79.94,92.91,88.93,Mild Toxicity
kidney,Drug C,44.07,22.12,62.47,6.849,40.25,8.42,31.27,43.57,35.82,33.99,48.93,Severe Toxicity
kidney,Drug B,55.71,22.29,73.86,7.103,69.06,4.83,16.96,95.15,65.36,68.24,65.03,Mild Toxicity
kidney,Drug A,25.84,35.84,97.43,7.422,96.86,1.26,0.88,71.24,94.06,105.49,93.63,Normal
kidney,Drug B,6.95,3.51,94.56,7.32,98.07,1.61,2.04,69.15,87.59,103.3,89.45,Normal
heart,Drug A,48.65,23.11,98.3,7.431,100.0,1.4,2.01,67.45,92.93,103.82,109.85,Normal
liver,Drug A,6.23,13.27,94.57,7.41,98.77,1.13,1.3,69.1,92.45,107.31,94.69,Normal
liver,Drug B,16.35,16.24,91.87,7.358,93.07,1.63,4.81,86.73,85.26,115.25,88.38,Normal
kidney,Drug B,45.17,10.2,89.25,7.27,90.24,2.56,7.59,76.81,81.63,102.2,78.67,Normal
heart,Drug C,7.87,15.18,96.55,7.323,86.42,2.07,4.7,80.21,95.38,92.36,88.05,Normal
liver,Drug B,54.33,15.78,82.24,7.182,77.13,3.58,11.61,88.52,65.86,85.66,81.48,Mild Toxicity
heart,Drug A,44.34,16.45,98.62,7.424,100.0,1.17,2.01,64.55,93.39,113.09,99.62,Normal
kidney,Drug C,37.01,5.44,90.53,7.311,89.6,2.71,8.11,84.18,81.47,106.87,86.04,Mild Toxicity
kidney,Drug B,17.51,26.27,90.39,7.243,88.34,2.24,7.16,81.66,86.47,93.23,86.82,Mild Toxicity
liver,Drug B,25.22,34.27,81.87,7.205,75.76,3.61,12.55,90.46,78.25,79.51,70.56,Mild Toxicity
liver,Drug B,41.14,9.21,90.41,7.266,89.52,2.26,6.35,81.58,82.16,95.04,97.09,Normal
liver,Drug B,5.53,21.23,96.66,7.389,92.51,1.18,2.86,71.96,88.02,94.85,93.71,Normal
liver,Drug A,49.94,10.52,95.15,7.381,96.82,1.06,1.0,60.41,95.88,113.48,93.24,Normal
lungs,Drug B,28.06,35.43,78.3,7.137,73.5,4.02,14.17,94.83,70.78,70.46,77.95,Mild Toxicity
lungs,Drug A,44.29,6.9,95.66,7.365,99.66,1.1,1.4,70.9,91.15,96.68,101.46,Normal
liver,Drug B,28.78,14.5,90.54,7.324,89.54,2.12,6.16,79.08,81.83,93.65,80.33,Normal
liver,Drug C,57.23,33.92,22.55,6.6,5.0,12.0,60.0,20.0,8.0,8.0,24.2,Severe Toxicity
liver,Drug C,6.3,26.21,90.05,7.315,86.83,2.29,6.67,84.87,83.38,95.54,87.0,Normal
lungs,Drug B,29.65,4.19,93.1,7.309,95.21,1.49,3.34,65.09,89.34,116.5,90.1,Normal
lungs,Drug C,23.99,24.74,72.21,7.059,63.3,5.73,19.5,103.45,61.69,69.58,78.43,Mild Toxicity
kidney,Drug B,36.89,3.05,100.0,7.359,94.8,1.38,2.48,70.39,89.46,112.1,97.94,Normal
heart,Drug A,33.04,33.11,99.21,7.419,98.6,0.91,1.18,71.06,88.17,117.76,99.86,Normal
kidney,Drug C,50.62,18.14,59.93,6.92,49.18,8.25,30.01,44.91,44.72,51.91,60.17,Severe Toxicity
liver,Drug B,7.49,29.5,92.48,7.358,91.7,1.57,4.69,86.53,87.59,87.69,97.42,Normal
lungs,Drug C,56.26,18.67,55.74,6.851,36.79,8.78,33.29,31.7,34.83,39.51,59.59,Severe Toxicity
heart,Drug A,7.96,34.8,95.72,7.435,97.9,0.96,1.43,69.77,90.53,103.75,86.75,Normal
kidney,Drug C,31.78,7.71,89.04,7.245,83.93,2.74,9.79,81.92,79.05,81.31,86.65,Mild Toxicity
kidney,Drug A,59.26,29.14,94.04,7.407,96.0,1.33,2.01,70.89,97.36,110.6,87.93,Normal
lungs,Drug C,16.73,22.74,84.2,7.165,76.03,3.75,12.67,90.53,73.59,90.18,80.34,Mild Toxicity
lungs,Drug B,37.44,21.15,81.91,7.224,78.99,3.49,11.83,95.87,74.28,80.38,84.69,Mild Toxicity
liver,Drug A,54.76,20.82,97.9,7.396,97.9,0.81,1.26,67.7,92.69,104.24,90.6,Normal
kidney,Drug A,52.12,2.29,98.14,7.426,100.0,1.17,1.53,71.64,85.89,98.4,99.4,Normal
heart,Drug C,23.11,4.35,93.14,7.34,91.53,1.85,4.78,85.86,81.88,105.39,103.8,Normal
liver,Drug C,55.15,30.62,30.1,6.6,5.0,12.0,52.95,26.7,8.0,8.0,26.46,Severe Toxicity
heart,Drug B,53.54,31.97,67.27,6.945,52.44,6.42,22.74,103.34,51.9,63.82,76.41,Severe Toxicity
liver,Drug C,54.6,6.83,85.16,7.207,74.28,3.85,12.84,82.26,70.8,82.5,85.94,Mild Toxicity
liver,Drug C,34.13,19.44,70.33,7.081,60.31,6.18,21.31,104.12,57.62,52.21,60.91,Mild Toxicity
lungs,Drug A,35.07,18.85,95.94,7.396,97.1,1.28,1.15,62.69,85.84,110.01,96.77,Normal
kidney,Drug B,31.8,32.92,79.72,7.111,72.45,3.99,14.97,93.49,66.62,72.09,77.22,Mild Toxicity
heart,Drug A,59.81,24.07,96.96,7.425,96.64,1.49,1.53,74.28,87.23,110.79,87.77,Normal
lungs,Drug B,26.76,29.57,85.16,7.183,78.9,2.93,11.26,79.84,79.21,70.36,90.75,Mild Toxicity
kidney,Drug A,41.57,15.61,93.97,7.413,96.83,0.96,1.24,71.02,100.0,103.33,95.25,Normal
liver,Drug B,18.26,25.08,87.89,7.288,84.24,2.02,7.13,76.56,80.32,106.0,96.81,Normal
liver,Drug C,51.8,27.25,45.87,6.737,18.17,11.71,44.4,30.65,22.1,8.0,37.2,Severe Toxicity
lungs,Drug B,16.35,4.82,95.57,7.373,96.67,0.92,2.0,71.72,87.26,105.45,105.15,Normal
heart,Drug B,21.68,19.16,89.32,7.286,85.58,2.35,7.18,78.01,79.24,111.4,88.39,Normal
liver,Drug C,35.13,15.5,74.04,7.062,71.21,5.23,17.96,93.05,60.17,71.01,81.71,Mild Toxicity
liver,Drug A,26.57,35.25,95.81,7.392,98.66,1.19,1.17,70.59,98.04,112.92,100.14,Normal
liver,Drug B,38.85,4.73,94.22,7.365,93.63,1.97,3.86,77.01,87.64,112.87,96.64,Normal
kidney,Drug A,26.53,10.98,97.85,7.389,99.63,0.99,2.17,71.01,97.42,121.53,85.35,Normal
kidney,Drug A,42.28,29.71,94.75,7.426,93.68,0.97,1.15,74.71,96.96,113.5,87.55,Normal
heart,Drug C,39.3,9.5,79.22,7.181,72.25,3.78,13.4,82.82,70.99,79.33,71.51,Mild Toxicity
heart,Drug A,12.89,28.28,96.84,7.379,97.93,1.0,1.95,81.12,93.21,111.68,94.23,Normal
liver,Drug A,35.62,11.98,96.32,7.416,99.38,1.74,1.46,63.31,94.21,107.76,86.36,Normal
liver,Drug A,31.04,26.71,95.09,7.389,98.91,0.85,1.37,62.84,93.87,113.64,102.89,Normal
lungs,Drug B,23.65,6.67,95.52,7.401,93.76,1.32,3.02,85.59,92.65,114.81,95.57,Normal
liver,Drug A,19.75,35.56,100.0,7.484,100.0,1.11,1.51,70.55,93.91,93.7,100.14,Normal
lungs,Drug B,19.86,29.41,86.57,7.222,78.97,2.94,8.95,84.78,77.9,78.4,78.68,Mild Toxicity
liver,Drug A,40.07,8.25,96.72,7.389,93.96,1.21,0.95,71.65,92.09,113.72,89.26,Normal
heart,Drug A,52.45,4.11,96.13,7.431,100.0,1.18,1.38,73.54,92.39,102.11,100.54,Normal
liver,Drug B,31.53,20.43,84.13,7.223,84.24,3.08,9.56,86.84,80.01,101.22,83.34,Mild Toxicity
kidney,Drug C,24.85,26.61,72.48,7.026,55.5,5.85,22.14,93.26,61.37,76.09,68.36,Severe Toxicity
kidney,Drug B,59.81,5.95,90.3,7.272,87.51,2.11,5.73,80.54,86.22,107.08,80.64,Normal
heart,Drug A,55.67,15.02,98.06,7.436,99.05,1.04,1.29,69.09,98.27,114.29,96.76,Normal
kidney,Drug C,3.31,12.19,95.34,7.356,93.62,1.52,2.59,74.17,83.71,100.81,94.64,Normal
kidney,Drug B,31.38,29.15,79.42,7.133,75.72,3.62,12.54,93.02,74.93,88.22,78.14,Mild Toxicity
lungs,Drug A,6.37,3.66,94.95,7.46,100.0,1.26,1.17,71.12,96.4,107.59,92.58,Normal
kidney,Drug B,32.36,18.21,85.94,7.209,83.15,2.76,9.24,78.66,81.08,98.24,81.97,Mild Toxicity
kidney,Drug C,30.52,29.09,62.38,6.924,47.34,7.54,28.07,51.57,40.02,50.75,72.87,Severe Toxicity
kidney,Drug C,59.87,19.46,51.05,6.866,26.91,9.76,37.12,41.24,29.22,22.51,53.45,Severe Toxicity
kidney,Drug A,27.86,19.48,95.95,7.481,97.43,1.21,0.84,69.97,92.51,128.45,98.65,Normal
liver,Drug A,34.49,22.24,93.77,7.47,95.38,1.19,1.1,72.88,94.46,121.98,101.54,Normal
heart,Drug C,30.38,19.67,75.83,7.083,58.72,5.58,19.8,97.13,57.73,80.72,87.41,Mild Toxicity
lungs,Drug C,35.56,35.35,46.45,6.714,24.41,10.46,39.96,40.18,29.62,25.19,46.63,Severe Toxicity
heart,Drug A,21.03,27.97,96.69,7.409,100.0,1.07,2.29,69.17,88.48,105.88,101.39,Normal
lungs,Drug C,28.29,24.14,74.15,7.077,60.12,5.96,22.33,99.35,60.84,56.83,68.29,Severe Toxicity
lungs,Drug B,28.34,17.0,89.12,7.337,84.2,2.51,7.1,73.67,77.84,94.1,75.85,Normal
